Year,Month,Segment,Country,Units_Sold,Gross_Sales,Profit
2013,February,Home Office,UK,4935,948322.03,48382.57
2013,November,Small Business,Germany,1501,156120.08,8145.14
2013,July,Home Office,UK,946,54153.9,13390.37
2013,August,Small Business,India,2783,508611.82,50462.65
2013,March,Home Office,Australia,3682,625740.0,74710.1
2013,January,Home Office,USA,3452,423643.49,89288.3
2014,March,Small Business,India,2251,144176.65,29221.9
2014,June,Corporate,India,3102,273571.34,47450.66
2013,May,Small Business,India,4409,560180.93,76822.1
2013,September,Corporate,Germany,3465,377573.23,45433.89
2013,January,Home Office,Canada,1640,145622.23,11408.16
2014,April,Small Business,Australia,3705,125939.23,8929.66
2013,March,Home Office,India,549,15255.94,2498.98
2014,May,Corporate,Germany,1773,46056.42,8123.41
2014,August,Small Business,Canada,4949,751423.04,71542.99
2014,December,Corporate,Germany,3145,416304.67,89917.36
2014,January,Consumer,Germany,2445,75867.82,5456.89
2013,December,Consumer,Australia,1732,333513.06,61867.85
2014,December,Small Business,Australia,3419,232598.86,18007.2
2013,March,Home Office,Australia,4911,92109.82,9198.82
2014,October,Home Office,Canada,1008,165918.0,17699.57
2013,January,Consumer,India,819,34163.29,3788.09
2014,March,Home Office,India,4317,836439.71,68690.26
2014,September,Home Office,USA,591,63458.4,7249.0
2013,August,Corporate,USA,4412,154526.61,36646.99
2014,November,Corporate,Germany,887,65669.91,10327.33
2013,January,Home Office,Germany,4679,412713.66,94326.47
2014,May,Small Business,Canada,3464,390027.21,87092.14
2014,November,Corporate,USA,177,20300.42,3783.0
2013,June,Small Business,Canada,2610,191256.39,32371.65
2014,August,Corporate,Australia,362,64013.16,8733.99
2013,April,Corporate,India,4736,407988.21,22231.44
2014,November,Small Business,USA,1843,149114.94,15900.52
2013,May,Consumer,India,1299,27588.28,1526.91
2014,February,Corporate,UK,829,93697.06,18883.46
2013,March,Consumer,Australia,4486,713760.66,145687.57
2014,January,Corporate,Canada,1222,55580.24,6527.4
2013,July,Corporate,Australia,2246,247094.7,57051.77
2013,November,Consumer,USA,3011,471282.39,36542.17
2014,May,Small Business,Germany,2003,221927.24,22594.74
2013,April,Corporate,India,2721,410393.28,39203.94
2013,March,Home Office,Canada,1776,343056.99,28443.67
2013,February,Corporate,Canada,3165,539308.53,111308.33
2013,April,Corporate,USA,1856,246649.89,19965.22
2014,March,Home Office,India,1096,169308.6,38555.76
2014,December,Small Business,Australia,1863,287298.36,68238.29
2014,June,Corporate,Canada,2014,377856.8,35331.28
2014,January,Home Office,UK,801,131342.14,23346.69
2014,August,Home Office,UK,1791,345159.41,55827.13
2013,October,Small Business,Germany,4158,242083.9,30249.13
2014,January,Consumer,UK,3261,331827.09,55434.56
2014,September,Consumer,USA,2359,163649.37,12404.63
2013,April,Corporate,USA,2393,148145.47,14451.6
2014,May,Consumer,India,2741,59722.06,7476.31
2013,February,Small Business,UK,2788,220707.85,51043.66
2013,July,Consumer,Germany,4207,621210.27,99956.93
2013,August,Corporate,Germany,507,59532.18,7555.73
2014,December,Home Office,Germany,2721,159526.22,23469.11
2013,February,Small Business,Canada,2888,368018.08,76107.01
2014,January,Consumer,Australia,2339,92647.04,18408.51
2013,October,Corporate,Germany,571,25659.31,4723.77
2014,October,Home Office,Canada,1353,138311.06,29182.67
2014,June,Small Business,Canada,3538,137971.63,16537.05
2014,October,Small Business,USA,3803,419559.67,98830.82
2013,August,Small Business,Germany,4411,207729.68,44219.95
2014,April,Home Office,Australia,3225,589170.04,77229.32
2013,October,Corporate,USA,932,26679.77,3594.91
2014,June,Small Business,UK,441,66010.9,4358.34
2013,April,Corporate,UK,4510,538799.25,27585.41
2014,April,Small Business,UK,4549,458563.68,81428.2
2013,November,Small Business,UK,2707,163696.24,8792.64
2014,April,Small Business,USA,2360,308743.29,65601.22
2013,December,Home Office,India,3998,446001.83,37167.36
2013,December,Home Office,Germany,1891,204505.03,11920.44
2014,November,Consumer,USA,2152,138982.94,23335.06
2014,December,Corporate,Australia,2465,295368.96,55609.48
2013,November,Small Business,India,4278,663554.97,147248.73
2014,April,Home Office,Germany,2411,98028.89,6905.45
2013,September,Corporate,Canada,4541,586524.13,62059.84
2014,August,Corporate,Australia,3610,113191.65,6593.05
2014,January,Small Business,India,3198,563700.1,97605.11
2014,September,Home Office,USA,244,39190.06,8394.89
2013,October,Corporate,USA,1170,55562.46,13390.02
2013,March,Home Office,USA,2306,171200.81,37900.34
2013,August,Corporate,Canada,4750,857188.25,170236.79
2013,March,Corporate,Canada,612,26441.71,3683.43
2013,September,Consumer,Germany,3476,77498.36,5569.77
2013,July,Consumer,UK,3036,257245.74,41357.54
2013,February,Consumer,USA,3224,127871.91,11579.04
2014,October,Consumer,USA,3259,569031.93,48664.15
2014,July,Corporate,Australia,4728,49982.43,11228.19
2014,June,Small Business,Australia,1871,159107.94,29899.37
2013,November,Home Office,USA,3921,646011.08,79213.13
2013,May,Home Office,India,1606,266072.63,65860.7
2013,December,Small Business,Australia,4576,783137.72,79486.63
2013,July,Corporate,UK,674,108136.87,23649.1
2013,July,Corporate,USA,444,43925.88,7445.79
2014,January,Consumer,USA,3874,493863.65,27776.74
2013,December,Consumer,UK,2520,267993.99,30690.87
2013,August,Home Office,USA,4157,769075.28,160471.34
2014,June,Corporate,UK,4075,177097.06,16873.45
2014,August,Corporate,USA,926,99690.0,9836.99
2013,October,Consumer,Canada,4868,302957.81,33142.07
2014,July,Corporate,USA,2013,93758.58,19264.87
2013,March,Consumer,UK,3687,166388.61,36670.23
2014,June,Consumer,UK,4975,125576.8,30383.88
2013,November,Consumer,USA,3396,627293.63,102590.67
2014,September,Consumer,UK,1100,181406.73,25413.38
2014,May,Home Office,USA,4901,514437.51,99886.24
2014,May,Home Office,Australia,1609,293027.59,60926.63
2014,July,Corporate,Australia,4959,734928.28,38926.46
2014,October,Home Office,India,113,9434.98,1529.94
2013,July,Corporate,Australia,1487,21112.88,4443.49
2013,August,Corporate,Canada,3031,274267.71,26442.42
2013,December,Consumer,Australia,2055,232224.08,53298.13
2014,January,Home Office,UK,4930,370239.38,59428.41
2014,March,Small Business,Germany,4167,609508.41,150039.49
2013,January,Consumer,Germany,4519,134762.35,9185.56
2013,May,Consumer,India,1061,64494.05,7437.87
2013,April,Consumer,Australia,1874,187975.24,37349.91
2014,March,Corporate,UK,1551,226599.41,23644.11
2014,January,Small Business,Germany,1502,143738.99,34325.9
2013,June,Home Office,India,1534,209125.28,34319.04
2013,September,Small Business,Canada,615,121080.34,22516.37
2014,August,Consumer,USA,4780,496493.88,119627.98
2013,April,Consumer,Canada,729,54218.15,8524.24
2013,January,Home Office,USA,2156,232350.53,25255.16
2014,December,Consumer,Australia,3128,534913.94,89805.44
2013,January,Corporate,Australia,2126,204280.02,31513.78
2014,March,Corporate,USA,2376,53240.52,13301.02
2014,October,Corporate,Germany,4367,676174.29,85783.15
2014,March,Consumer,UK,3062,257481.12,62755.45
2014,June,Consumer,Canada,404,58296.01,11153.44
2014,October,Home Office,Germany,398,8622.08,2035.21
2014,July,Small Business,India,4391,100039.59,9992.19
2013,June,Corporate,USA,1751,349660.02,79096.43
2013,May,Small Business,USA,3862,133787.14,18789.93
2014,July,Small Business,Australia,682,91006.11,10302.24
2014,December,Corporate,Canada,1864,133491.71,17925.01
2014,January,Consumer,Australia,1835,341971.28,20604.19
2014,May,Corporate,India,3919,508855.31,27454.13
2013,October,Corporate,USA,1316,34191.02,3597.78
2013,December,Consumer,Australia,1677,24121.39,5585.27
2013,June,Consumer,Germany,4138,627674.77,122249.05
2014,March,Home Office,India,3844,452167.52,24238.25
2014,January,Consumer,USA,1976,295235.8,63407.95
2014,June,Consumer,UK,1634,89913.5,12384.97
2013,February,Consumer,USA,3615,202605.23,45250.94
2014,January,Consumer,USA,2578,195109.66,30398.6
2014,September,Home Office,UK,1744,53134.74,6188.35
2014,August,Consumer,Australia,235,7322.99,668.98
2014,December,Consumer,UK,3615,386665.15,42367.99
2014,July,Corporate,Germany,2053,114688.46,7744.01
2013,June,Corporate,Australia,1901,109729.14,21685.66
2014,October,Home Office,India,4245,173050.29,16841.3
2014,January,Home Office,Canada,3975,582893.67,123261.39
2013,January,Corporate,Germany,3442,303931.85,67228.01
2014,January,Corporate,Australia,2614,298709.1,39728.37
2013,October,Small Business,India,2651,515952.53,77429.25
2013,February,Home Office,USA,4676,914382.45,80744.14
2013,April,Small Business,UK,2646,425082.07,89175.82
2014,August,Home Office,Germany,757,100155.1,23086.54
2014,August,Small Business,Canada,3123,548862.77,107011.79
2014,March,Consumer,Australia,3927,89305.44,19348.4
2013,August,Corporate,USA,3075,599770.8,82653.1
2014,May,Small Business,Canada,3242,265122.43,20448.34
2014,January,Corporate,Australia,436,73098.1,17058.42
2014,September,Corporate,Germany,512,94245.41,18885.45
2014,October,Small Business,Germany,2096,286640.63,61561.17
2014,October,Corporate,UK,2089,360841.88,45306.16
2013,June,Small Business,USA,3936,468950.05,116093.0
2014,December,Corporate,Canada,1656,264822.92,38499.3
2014,July,Consumer,USA,4837,400942.44,37277.79
2014,September,Consumer,Canada,2436,55917.38,4714.82
2014,May,Small Business,Australia,236,10731.37,1147.37
2013,December,Corporate,Australia,1265,146791.83,33572.71
2014,August,Home Office,Canada,3852,510822.58,108112.25
2013,January,Consumer,USA,674,23884.19,2764.01
2014,June,Corporate,USA,1287,115005.02,17619.54
2014,September,Consumer,USA,1721,109633.8,20307.69
2013,July,Corporate,Canada,264,17135.96,1873.55
2013,July,Corporate,Canada,2458,248536.52,36250.03
2013,February,Corporate,UK,2305,129866.51,20536.96
2014,March,Corporate,Australia,916,109452.37,26427.63
2014,December,Corporate,UK,3221,513243.52,28719.58
2014,April,Home Office,UK,1179,137394.96,22775.44
2013,July,Consumer,India,2054,53081.4,11059.15
2013,November,Consumer,Australia,1297,36298.81,6666.91
2014,February,Consumer,USA,302,45410.29,9802.98
2013,January,Home Office,UK,463,31662.43,3779.55
2014,September,Consumer,Germany,2203,378229.4,53786.73
2013,July,Corporate,India,2419,198224.95,17441.51
2013,October,Home Office,Canada,4642,144294.42,8670.69
2013,August,Small Business,Germany,4535,275185.65,59866.74
2013,February,Consumer,Germany,2366,353224.53,27511.52
2014,September,Small Business,Canada,4458,602736.8,132260.61
2014,June,Corporate,USA,1864,327175.59,27401.22
2014,June,Consumer,USA,3718,336723.59,18698.75
2013,May,Small Business,Germany,1714,61620.38,7845.27
2014,April,Small Business,India,2890,335027.0,66008.9
2014,July,Home Office,UK,1234,152534.88,28187.3
2013,February,Home Office,UK,2176,62139.25,8778.31
2013,July,Small Business,Australia,1036,173114.19,32188.85
2014,January,Small Business,India,3683,580774.93,34295.91
2014,June,Corporate,India,515,62238.71,10705.87
2014,November,Corporate,Germany,4172,639002.81,38201.71
2013,April,Consumer,Germany,2670,195060.67,36933.22
2013,January,Home Office,Germany,1517,223576.76,52186.82
2014,July,Home Office,India,2109,192613.9,29208.1
2014,January,Home Office,Australia,1936,303222.43,21264.59
2013,December,Small Business,USA,986,139213.56,11793.51
2014,July,Small Business,Canada,1228,164428.61,38420.94
2013,October,Home Office,Germany,759,23495.87,1529.04
2014,November,Corporate,USA,867,142880.24,8445.85
2013,March,Corporate,India,3024,342467.7,20817.72
2014,January,Small Business,Canada,518,98173.02,14338.93
2013,November,Corporate,Canada,3296,63747.16,11797.78
2013,June,Small Business,UK,357,3898.4,844.05
2013,September,Corporate,USA,2099,180039.51,23519.49
2013,January,Home Office,UK,2643,344192.9,61382.05
2014,May,Consumer,Germany,3421,111399.52,6993.64
2013,June,Home Office,USA,2451,236332.74,51129.8
2013,November,Small Business,UK,4393,505193.18,68321.31
2013,January,Small Business,Germany,2550,428024.43,55552.28
2013,February,Small Business,Germany,737,16683.75,863.76
2014,December,Small Business,Australia,4203,534701.82,126648.75
2014,November,Home Office,Australia,155,25530.77,2172.27
2013,December,Corporate,Germany,2386,379837.21,68317.02
2014,June,Consumer,USA,3599,234669.2,55376.24
2014,September,Small Business,Germany,2376,206120.74,12105.18
2013,March,Home Office,Germany,983,172373.93,11475.66
2014,May,Small Business,Germany,2976,139033.03,27316.27
2014,October,Consumer,Germany,2870,497708.14,93550.14
2014,October,Consumer,Germany,3780,286272.79,50034.74
2013,November,Corporate,UK,3333,65426.41,6738.97
2013,September,Home Office,India,4250,810070.3,188121.98
2013,September,Small Business,India,4401,581313.32,97513.49
2014,September,Home Office,India,1858,285262.48,56574.82
2014,May,Consumer,Germany,1109,63555.2,9189.73
2014,April,Corporate,India,3766,525905.83,79802.6
2014,August,Small Business,Germany,2557,311044.44,52978.71
2014,July,Corporate,Canada,4521,371279.05,26449.15
2013,February,Small Business,Canada,2855,348341.03,41783.9
2014,August,Corporate,India,2615,79576.34,14290.27
2014,May,Corporate,UK,3372,278647.87,46678.6
2013,October,Small Business,Australia,484,67297.33,11349.28
2014,December,Home Office,UK,410,13314.41,1785.71
2014,September,Corporate,USA,4765,492170.77,29249.04
2013,April,Small Business,Germany,1777,64731.96,13416.12
2013,May,Small Business,USA,953,31189.07,6036.92
2014,May,Consumer,Canada,1371,46273.15,3114.15
2013,June,Home Office,India,1428,264975.23,61320.19
2014,July,Corporate,UK,4682,135328.95,28785.05
2014,January,Small Business,Australia,3707,215096.32,52103.48
2013,March,Consumer,India,1179,221273.86,36318.69
2014,September,Home Office,USA,1718,280956.1,24123.78
2014,March,Small Business,Germany,4546,81624.52,11960.31
2014,October,Corporate,Canada,746,125351.91,8151.85
2013,June,Small Business,UK,1848,366154.55,90131.47
2014,September,Small Business,UK,2151,394771.28,50592.46
2013,March,Consumer,Germany,773,116310.36,13107.45
2014,January,Consumer,Germany,3104,581390.17,35017.97
2013,October,Consumer,Australia,1835,244992.1,18906.84
2013,August,Consumer,Canada,2101,405432.81,47237.91
2014,February,Consumer,Australia,1365,262251.94,16336.11
2013,January,Small Business,Germany,784,13141.08,2179.93
2013,April,Small Business,USA,2171,266977.68,18027.42
2013,August,Home Office,Germany,3375,261517.45,39403.33
2014,August,Corporate,Germany,878,109081.86,25151.83
2014,February,Corporate,Australia,1374,160359.24,17946.76
2014,December,Corporate,UK,1512,187336.99,10947.86
2014,January,Corporate,India,1709,261742.44,49737.53
2014,December,Corporate,India,675,70415.37,16169.6
2014,April,Corporate,USA,1775,312946.72,72983.42
2013,September,Home Office,USA,1218,162848.18,9165.28
2013,November,Home Office,Germany,458,57980.64,3364.63
2014,March,Consumer,Germany,4435,687350.9,148122.59
2013,March,Consumer,UK,4113,754588.93,62949.51
2014,January,Consumer,Australia,3145,537482.47,60621.39
2014,September,Consumer,USA,2365,470785.26,30419.27
2014,July,Corporate,Canada,3399,474566.87,45529.62
2014,December,Home Office,UK,4126,703393.81,105851.63
2014,June,Small Business,Germany,999,45188.32,11286.64
2014,June,Corporate,India,4884,243766.96,55883.04
2014,July,Small Business,India,4574,863507.77,84094.51
2013,November,Corporate,UK,3206,206115.78,11367.73
2014,June,Consumer,India,720,12782.01,2828.77
2014,January,Home Office,USA,2186,143867.71,34586.3
2013,June,Home Office,UK,2715,514939.41,96154.93
2014,January,Home Office,India,2421,386066.41,84024.85
2014,July,Small Business,Canada,1659,300971.14,57050.2
2014,May,Corporate,UK,2233,180534.18,44941.41
2013,August,Corporate,Canada,1110,142919.06,7348.65
2014,December,Small Business,Australia,2876,510335.79,26682.63
2013,April,Small Business,UK,3676,725039.78,121444.0
2013,May,Consumer,Australia,2980,361007.65,73050.14
2013,May,Small Business,Germany,4074,729218.91,123495.93
2013,September,Corporate,Germany,838,124659.1,15701.87
2014,July,Home Office,USA,3852,323578.39,58186.46
2013,January,Consumer,USA,3863,193850.36,29800.76
2013,May,Corporate,Germany,3500,404659.01,34230.51
2013,February,Small Business,India,1119,121664.95,24034.26
2013,July,Corporate,Germany,4783,756815.8,142262.78
2014,March,Small Business,India,104,6070.49,1197.69
2014,January,Corporate,Australia,4295,764955.03,157076.76
2013,November,Corporate,USA,1443,58923.43,5730.56
2014,November,Corporate,USA,722,10513.28,1708.92
2014,May,Consumer,Canada,2569,292297.65,70174.63
2013,July,Consumer,UK,186,31039.13,2193.2
2014,January,Corporate,Germany,4394,247264.16,29416.64
2013,September,Consumer,Germany,4113,559430.31,127934.52
2013,April,Corporate,USA,166,7893.94,1010.87
2014,May,Corporate,Australia,2034,365173.24,29475.95
